순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,E,Season,Category,R,TB,SAC,SF
27,김경기,현대,0.274,126,493,431,118,25,0,18,59,5,6,43,12,79,11,26,1998,hitter,,,,
28,홍현우,해태,0.269,126,533,442,119,24,1,15,62,13,9,79,3,74,9,20,1998,hitter,,,,
29,심성보,쌍방울,0.269,126,521,469,126,24,5,24,86,9,5,38,4,110,12,3,1998,hitter,,,,
30,송지만,한화,0.269,126,508,432,116,20,0,16,49,25,8,45,19,99,6,5,1998,hitter,,,,
1,마해영,롯데,0.372,132,579,503,187,38,4,35,119,6,9,59,10,65,11,6,1999,hitter,,,,
2,이병규,LG,0.349,131,599,550,192,43,8,30,99,31,3,34,9,65,11,2,1999,hitter,,,,
3,장성호,해태,0.342,129,559,485,166,32,1,24,62,5,3,61,8,71,9,4,1999,hitter,,,,
4,김한수,삼성,0.340,128,551,497,169,36,1,18,88,7,6,33,13,73,12,12,1999,hitter,,,,
5,심정수,두산,0.335,132,544,480,161,35,1,31,110,1,4,53,8,77,17,3,1999,hitter,,,,
6,이영우,한화,0.334,128,482,425,142,33,4,13,49,16,7,40,9,69,6,3,1999,hitter,,,,
7,박정태,롯데,0.329,127,540,456,150,17,3,11,83,0,3,63,6,60,17,10,1999,hitter,,,,
8,데이비스,한화,0.328,130,578,525,172,31,3,30,106,35,18,41,5,93,14,2,1999,hitter,,,,
9,호세,롯데,0.327,132,553,462,151,29,3,36,122,12,3,79,5,119,8,6,1999,hitter,,,,
10,정수근,두산,0.325,129,589,505,164,28,8,2,55,57,13,70,4,56,12,7,1999,hitter,,,,
11,이승엽,삼성,0.323,132,614,486,157,33,2,54,123,10,2,112,12,114,7,6,1999,hitter,,,,
12,양준혁,해태,0.323,131,588,496,160,23,1,32,105,21,12,82,5,68,14,1,1999,hitter,,,,
13,김동주,두산,0.321,114,455,399,128,25,3,22,84,2,1,41,10,53,9,7,1999,hitter,,,,
14,장원진,두산,0.317,121,480,426,135,15,2,2,58,3,2,39,4,44,9,5,1999,hitter,,,,
15,정경배,삼성,0.312,105,453,398,124,15,0,18,53,16,8,24,24,80,7,9,1999,hitter,,,,
16,송지만,한화,0.311,132,515,476,148,24,11,22,74,20,18,28,4,88,7,4,1999,hitter,,,,
17,류지현,LG,0.303,93,422,356,108,19,5,11,45,14,10,50,5,42,5,9,1999,hitter,,,,
18,강석천,한화,0.303,130,496,433,131,22,2,5,42,24,10,33,16,56,16,22,1999,hitter,,,,
19,박종호,현대,0.301,119,473,396,119,29,4,10,55,13,3,28,31,53,4,18,1999,hitter,,,,
20,홍현우,해태,0.300,129,561,487,146,26,0,34,111,31,6,64,3,104,10,15,1999,hitter,,,,
21,우즈,두산,0.297,124,544,454,135,20,0,34,101,5,2,83,3,126,14,11,1999,hitter,,,,
22,박재홍,현대,0.295,129,572,482,142,27,1,24,98,17,13,79,6,85,10,2,1999,hitter,,,,
23,김응국,롯데,0.293,125,555,481,141,27,7,8,60,12,13,62,1,81,6,0,1999,hitter,,,,
24,김기태,삼성,0.293,130,560,468,137,33,2,28,88,5,4,82,6,95,9,6,1999,hitter,,,,
25,정성훈,해태,0.292,108,416,366,107,19,1,7,39,5,6,26,8,51,8,14,1999,hitter,,,,
26,로마이어,한화,0.292,132,572,487,142,30,3,45,109,6,2,74,6,100,8,12,1999,hitter,,,,
27,전준호,현대,0.291,129,562,470,137,7,2,4,43,38,12,67,4,72,1,2,1999,hitter,,,,
28,이종열,LG,0.291,128,544,468,136,23,7,9,55,18,1,53,13,83,10,21,1999,hitter,,,,
29,피어슨,현대,0.289,129,561,502,145,12,0,31,108,0,1,47,5,85,9,0,1999,hitter,,,,
30,김재현,LG,0.287,121,520,453,130,17,1,21,94,8,4,54,9,58,14,1,1999,hitter,,,,
1,박종호,현대,0.340,121,541,441,150,30,3,10,58,9,5,61,12,47,4,16,2000,hitter,,,,
2,김동주,두산,0.339,127,539,469,159,29,1,31,106,5,2,51,13,65,17,17,2000,hitter,,,,
3,브리또,SK,0.338,103,452,405,137,26,4,15,70,3,2,31,11,55,8,12,2000,hitter,,,,
4,송지만,한화,0.338,120,530,468,158,33,2,32,90,20,7,52,7,72,10,5,2000,hitter,,,,
5,데이비스,한화,0.334,107,458,419,140,29,1,22,80,21,7,25,2,92,15,8,2000,hitter,,,,
6,프랑코,삼성,0.327,132,549,477,156,19,1,22,110,12,5,63,2,86,11,7,2000,hitter,,,,
7,장성호,해태,0.324,115,546,450,146,30,1,14,48,6,5,88,3,57,7,3,2000,hitter,,,,
8,장원진,두산,0.323,133,579,527,170,27,5,7,59,10,4,43,3,37,12,3,2000,hitter,,,,
8,이병규,LG,0.323,129,595,527,170,28,1,18,99,14,8,52,5,91,15,2,2000,hitter,,,,
10,이영우,한화,0.318,128,542,478,152,36,5,25,64,7,12,52,8,91,5,3,2000,hitter,,,,
11,우즈,두산,0.315,127,565,479,151,22,0,39,111,4,1,77,6,132,13,2,2000,hitter,,,,
12,양준혁,LG,0.313,117,514,432,135,30,2,15,92,15,4,73,5,65,6,3,2000,hitter,,,,
13,박재홍,현대,0.309,132,572,489,151,31,5,32,115,30,14,64,7,77,15,2,2000,hitter,,,,
14,김재현,LG,0.308,131,560,464,143,32,2,11,62,6,6,81,7,73,11,6,2000,hitter,,,,
15,심정수,두산,0.304,126,542,454,138,21,2,29,91,3,0,69,10,67,12,6,2000,hitter,,,,
16,로마이어,한화,0.296,123,534,473,140,30,0,29,96,3,2,53,4,115,19,9,2000,hitter,,,,
17,마해영,롯데,0.294,132,569,497,146,25,1,23,90,2,1,51,18,75,10,8,2000,hitter,,,,
18,이승엽,삼성,0.293,125,544,454,133,33,0,36,95,4,5,80,7,113,5,2,2000,hitter,,,,
19,홍성흔,두산,0.290,127,484,438,127,13,2,10,59,10,3,32,3,50,12,10,2000,hitter,,,,
20,정경배,삼성,0.289,102,426,374,108,25,1,12,38,5,4,33,9,71,5,7,2000,hitter,,,,
21,스미스,LG,0.288,118,484,423,122,27,1,35,100,0,1,53,2,120,17,4,2000,hitter,,,,
22,박진만,현대,0.288,129,477,420,121,30,4,15,58,0,5,36,6,76,9,15,2000,hitter,,,,
23,강석천,한화,0.286,123,487,433,124,24,2,7,49,15,8,34,10,61,18,21,2000,hitter,,,,
24,박정태,롯데,0.285,107,439,386,110,15,2,6,53,3,0,47,1,42,13,8,2000,hitter,,,,
25,박경완,현대,0.282,130,517,408,115,16,0,40,95,7,4,87,12,112,7,9,2000,hitter,,,,
26,류지현,LG,0.281,129,592,495,139,24,1,7,38,25,9,73,2,50,4,14,2000,hitter,,,,
27,김대익,롯데,0.278,133,534,464,129,27,4,6,47,12,11,53,2,82,5,2,2000,hitter,,,,
28,정수근,두산,0.277,127,567,502,139,23,3,3,50,47,7,47,5,40,5,3,2000,hitter,,,,
29,김응국,롯데,0.277,107,439,401,111,15,3,6,45,9,7,34,2,78,7,2,2000,hitter,,,,
30,심재학,현대,0.265,130,502,430,114,30,1,21,75,3,2,51,15,59,7,4,2000,hitter,,,,
1,양준혁,LG,0.355,124,531,439,156,20,3,14,92,12,5,80,1,55,9,1,2001,hitter,,,,
2,심재학,두산,0.344,117,469,369,127,20,1,24,88,7,1,86,7,50,6,6,2001,hitter,,,,
3,에레라,SK,0.340,103,450,418,142,27,1,15,63,15,7,24,5,53,11,4,2001,hitter,,,,
4,호세,롯데,0.335,117,499,367,123,20,2,36,102,7,4,127,1,72,4,3,2001,hitter,,,,
5,데이비스,한화,0.335,130,564,496,166,21,0,30,96,15,9,60,2,74,15,6,2001,hitter,,,,
6,마해영,삼성,0.328,133,547,470,154,18,0,30,95,1,1,68,5,82,13,2,2001,hitter,,,,
7,전준호,현대,0.325,125,490,400,130,18,6,4,35,27,15,65,8,51,5,3,2001,hitter,,,,
8,김재현,LG,0.325,126,534,428,139,29,1,8,61,10,8,88,6,83,9,3,2001,hitter,,,,
9,김동주,두산,0.324,103,421,364,118,18,0,18,62,2,2,47,4,57,10,3,2001,hitter,,,,
10,브리또,SK,0.320,122,510,422,135,27,0,22,80,7,3,57,24,53,12,23,2001,hitter,,,,
11,김종석,한화,0.315,116,445,390,123,22,2,16,65,4,1,49,1,78,9,0,2001,hitter,,,,
12,김한수,삼성,0.311,117,478,427,133,29,2,13,61,3,2,28,13,57,11,10,2001,hitter,,,,
13,장성호,KIA,0.311,133,591,489,152,32,4,23,97,6,4,90,6,53,11,13,2001,hitter,,,,
14,산토스,KIA,0.310,130,541,484,150,19,0,26,107,1,0,46,1,66,17,0,2001,hitter,,,,
15,이병규,LG,0.308,133,607,542,167,30,4,12,83,24,8,54,4,69,10,7,2001,hitter,,,,
16,정수근,두산,0.306,122,546,467,143,21,9,2,53,52,11,71,1,51,8,6,2001,hitter,,,,
17,최기문,롯데,0.304,127,451,385,117,16,2,7,47,8,5,40,7,52,6,8,2001,hitter,,,,
18,조경환,롯데,0.303,120,497,433,131,33,0,26,102,2,0,47,8,109,6,1,2001,hitter,,,,
19,박진만,현대,0.300,122,449,383,115,13,0,22,63,9,6,47,4,65,13,25,2001,hitter,,,,
20,이숭용,현대,0.300,124,496,430,129,29,1,10,64,4,0,47,9,47,5,6,2001,hitter,,,,
21,심정수,현대,0.294,107,453,381,112,19,1,18,70,8,2,60,11,75,11,5,2001,hitter,,,,
22,홍세완,KIA,0.293,133,508,451,132,24,1,14,72,8,2,43,3,62,14,15,2001,hitter,,,,
23,우즈,두산,0.291,118,525,436,127,16,2,34,113,12,3,83,1,114,11,3,2001,hitter,,,,
24,김수연,한화,0.291,129,446,392,114,10,3,0,20,42,16,47,2,67,3,7,2001,hitter,,,,
25,박현승,롯데,0.288,123,521,427,123,21,4,5,53,15,6,72,13,68,5,9,2001,hitter,,,,
26,이영우,한화,0.286,126,448,381,109,25,3,15,65,10,3,62,0,70,8,1,2001,hitter,,,,
27,서용빈,LG,0.286,126,421,371,106,19,4,0,49,4,2,37,5,50,10,3,2001,hitter,,,,
28,김종국,KIA,0.285,101,416,361,103,15,3,4,25,21,12,40,5,56,5,7,2001,hitter,,,,
29,김대익,롯데,0.285,130,458,404,115,24,2,5,33,9,10,33,1,75,8,0,2001,hitter,,,,
30,장원진,두산,0.285,129,559,513,146,17,3,5,53,11,4,38,3,43,13,2,2001,hitter,,,,
1,장성호,KIA,0.343,133,586,481,165,29,0,19,95,,,,,,,,2002,hitter,82,251,2,8
2,마해영,삼성,0.323,133,596,532,172,40,2,33,116,,,,,,,,2002,hitter,92,315,0,6
3,이승엽,삼성,0.323,133,617,511,165,42,2,47,126,,,,,,,,2002,hitter,123,352,0,2
4,심정수,현대,0.321,133,577,502,161,22,1,46,119,,,,,,,,2002,hitter,101,323,0,3
5,김동주,두산,0.318,120,487,415,132,21,0,26,79,,,,,,,,2002,hitter,63,231,0,7
6,이영우,한화,0.315,133,564,476,150,26,1,24,52,,,,,,,,2002,hitter,96,250,7,0
7,김한수,삼성,0.311,127,541,486,151,23,1,17,76,,,,,,,,2002,hitter,69,227,2,4
8,이진영,SK,0.308,128,475,419,129,22,8,13,40,,,,,,,,2002,hitter,73,206,6,3
9,전준호,현대,0.300,126,501,420,126,15,8,3,28,,,,,,,,2002,hitter,83,166,14,1
10,이병규,LG,0.293,109,444,389,114,25,0,12,43,,,,,,,,2002,hitter,54,175,1,2
11,이종범,KIA,0.293,123,546,485,142,25,2,18,59,,,,,,,,2002,hitter,93,225,4,1
12,송지만,한화,0.291,131,557,488,142,18,2,38,104,,,,,,,,2002,hitter,84,278,0,2
13,채종범,SK,0.291,127,557,478,139,19,2,17,68,,,,,,,,2002,hitter,79,213,11,3
14,홍성흔,두산,0.289,127,484,432,125,17,0,18,70,,,,,,,,2002,hitter,51,196,7,3
15,이호준,SK,0.288,129,499,444,128,24,2,23,64,,,,,,,,2002,hitter,76,225,4,2
16,안경현,두산,0.288,130,548,486,140,24,4,8,58,,,,,,,,2002,hitter,50,196,7,6
17,박용택,LG,0.288,112,424,375,108,28,6,9,55,,,,,,,,2002,hitter,68,175,1,4
18,강동우,삼성,0.288,130,521,466,134,23,3,9,49,,,,,,,,2002,hitter,75,190,7,1
19,데이비스,한화,0.287,115,456,404,116,23,1,21,72,,,,,,,,2002,hitter,56,204,0,2
20,김종국,KIA,0.287,133,595,527,151,26,3,8,53,,,,,,,,2002,hitter,95,207,3,1
21,최기문,롯데,0.285,123,415,383,109,22,4,8,50,,,,,,,,2002,hitter,34,163,2,0
22,이숭용,현대,0.284,125,480,422,120,18,2,19,76,,,,,,,,2002,hitter,63,199,4,2
23,김응국,롯데,0.284,116,412,373,106,15,3,3,49,,,,,,,,2002,hitter,35,136,2,1
24,브리또,삼성,0.283,128,545,481,136,29,0,25,90,,,,,,,,2002,hitter,89,240,4,4
25,진갑용,삼성,0.281,133,517,462,130,29,1,18,86,,,,,,,,2002,hitter,58,215,1,5
26,페르난데스,SK,0.281,132,556,499,140,24,0,45,107,,,,,,,,2002,hitter,81,299,0,1
27,폴,현대,0.280,113,441,397,111,18,2,18,64,,,,,,,,2002,hitter,48,187,1,2
28,마르티네스,LG,0.279,109,468,409,114,19,1,15,69,,,,,,,,2002,hitter,59,180,0,6
29,박재홍,현대,0.278,112,481,432,120,24,0,15,67,,,,,,,,2002,hitter,57,189,0,4
30,양준혁,삼성,0.276,132,437,391,108,23,2,14,50,,,,,,,,2002,hitter,60,177,0,1
1,김동주,두산,0.342,118,504,401,137,23,2,23,89,,,,,,,,2003,hitter,61,233,0,13
2,심정수,현대,0.335,133,601,460,154,16,1,53,142,,,,,,,,2003,hitter,110,331,0,8
3,안경현,두산,0.333,128,539,475,158,28,3,10,72,,,,,,,,2003,hitter,65,222,6,5
4,양준혁,삼성,0.329,133,551,490,161,37,2,33,92,,,,,,,,2003,hitter,90,301,4,2
5,이진영,SK,0.328,128,562,481,158,29,6,17,70,,,,,,,,2003,hitter,81,250,13,2
6,박한이,삼성,0.322,133,612,528,170,34,1,12,59,,,,,,,,2003,hitter,113,242,8,5
7,김태균,한화,0.319,133,573,479,153,24,2,31,95,,,,,,,,2003,hitter,67,274,4,2
8,장성호,KIA,0.315,130,571,476,150,36,2,21,105,,,,,,,,2003,hitter,93,253,3,5
9,이종범,KIA,0.315,132,595,524,165,43,1,20,61,,,,,,,,2003,hitter,110,270,1,4
10,김동수,현대,0.308,117,441,367,113,15,1,16,68,,,,,,,,2003,hitter,48,178,15,6
11,조성환,롯데,0.307,129,543,486,149,25,2,6,38,,,,,,,,2003,hitter,73,196,7,1
12,박재홍,KIA,0.301,108,461,392,118,15,5,19,66,,,,,,,,2003,hitter,71,200,6,2
13,이승엽,삼성,0.301,131,596,479,144,23,0,56,144,,,,,,,,2003,hitter,115,335,0,6
14,이영우,한화,0.297,133,590,498,148,28,4,16,71,,,,,,,,2003,hitter,90,232,3,3
15,김한수,삼성,0.295,131,532,478,141,23,1,17,70,,,,,,,,2003,hitter,67,217,4,4
16,이숭용,현대,0.294,133,573,511,150,25,0,18,76,,,,,,,,2003,hitter,70,229,7,4
17,박종호,현대,0.293,131,597,502,147,26,4,6,61,,,,,,,,2003,hitter,90,199,26,4
18,마해영,삼성,0.291,132,573,502,146,25,0,38,123,,,,,,,,2003,hitter,90,285,1,4
19,장원진,두산,0.290,124,429,386,112,23,1,5,48,,,,,,,,2003,hitter,46,152,4,4
20,진갑용,삼성,0.290,126,485,435,126,20,2,21,53,,,,,,,,2003,hitter,64,213,2,2
21,이호준,SK,0.290,133,554,473,137,20,1,36,102,,,,,,,,2003,hitter,86,267,2,1
22,홍세완,KIA,0.290,129,549,487,141,26,1,22,100,,,,,,,,2003,hitter,75,235,5,9
23,디아즈,SK,0.285,112,485,439,125,26,0,22,63,,,,,,,,2003,hitter,56,217,0,4
24,조경환,SK,0.285,121,441,376,107,20,1,23,68,,,,,,,,2003,hitter,63,198,8,1
25,박진만,현대,0.283,129,515,421,119,26,0,16,48,,,,,,,,2003,hitter,68,193,22,4
26,조원우,SK,0.281,128,518,452,127,18,0,8,48,,,,,,,,2003,hitter,65,169,13,4
27,김상훈,KIA,0.279,125,467,423,118,23,1,7,46,,,,,,,,2003,hitter,43,164,10,1
28,홍원기,두산,0.273,124,453,384,105,13,1,8,42,,,,,,,,2003,hitter,43,144,9,3
29,마르티네스,LG,0.273,131,552,483,132,29,2,17,70,,,,,,,,2003,hitter,70,216,1,7
30,정경배,SK,0.272,119,425,372,101,16,0,12,51,,,,,,,,2003,hitter,55,153,12,3
1,브룸바,현대,0.343,132,594,475,163,25,1,33,105,,,,,,,,2004,hitter,92,289,0,4
2,이진영,SK,0.342,117,483,404,138,19,1,15,63,,,,,,,,2004,hitter,74,204,6,2
3,홍성흔,두산,0.329,133,552,501,165,27,2,14,86,,,,,,,,2004,hitter,62,238,3,2
4,김태균,한화,0.323,129,556,473,153,26,1,23,106,,,,,,,,2004,hitter,76,250,0,7
5,이병규,LG,0.323,129,562,496,160,26,2,14,64,,,,,,,,2004,hitter,95,232,3,1
6,김기태,SK,0.320,126,465,403,129,24,0,10,67,,,,,,,,2004,hitter,60,183,4,1
7,이영우,한화,0.319,131,572,483,154,31,3,13,60,,,,,,,,2004,hitter,94,230,6,2
8,양준혁,삼성,0.315,133,584,479,151,30,0,28,103,,,,,,,,2004,hitter,95,265,1,2
9,페레즈,롯데,0.314,125,532,490,154,17,0,18,86,,,,,,,,2004,hitter,60,225,1,3
10,박한이,삼성,0.310,132,587,503,156,26,2,16,63,,,,,,,,2004,hitter,81,234,7,3
11,이범호,한화,0.308,133,541,481,148,35,3,23,74,,,,,,,,2004,hitter,80,258,5,4
12,김재현,LG,0.300,120,458,373,112,18,3,14,62,,,,,,,,2004,hitter,56,178,0,7
13,박용택,LG,0.300,109,435,393,118,15,2,16,58,,,,,,,,2004,hitter,51,185,6,1
14,장성호,KIA,0.300,130,561,474,142,29,0,19,80,,,,,,,,2004,hitter,78,228,0,4
15,라이온,롯데,0.300,102,438,404,121,28,0,12,55,,,,,,,,2004,hitter,52,185,1,3
16,정경배,SK,0.296,105,421,362,107,23,0,9,47,,,,,,,,2004,hitter,51,157,13,3
17,박경완,SK,0.295,132,526,410,121,19,1,34,79,,,,,,,,2004,hitter,94,244,6,2
18,강동우,삼성,0.295,132,497,438,129,22,1,3,49,,,,,,,,2004,hitter,59,162,7,1
19,이숭용,현대,0.293,133,549,468,137,29,0,9,85,,,,,,,,2004,hitter,60,193,4,6
20,전준호,현대,0.292,132,581,487,142,10,7,4,48,,,,,,,,2004,hitter,88,178,24,2
21,데이비스,한화,0.291,119,510,440,128,26,1,19,77,,,,,,,,2004,hitter,70,213,2,4
22,마틴,LG,0.291,107,420,358,104,16,4,9,52,,,,,,,,2004,hitter,45,155,0,5
23,김동주,두산,0.286,124,517,430,123,19,1,19,76,,,,,,,,2004,hitter,72,201,0,2
24,박진만,현대,0.286,129,506,434,124,18,0,17,69,,,,,,,,2004,hitter,65,193,10,5
25,장원진,두산,0.284,130,486,429,122,15,4,5,49,,,,,,,,2004,hitter,51,160,5,3
