순위,선수명,팀명,ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER,Season,Category,WHIP
6,뷰캐넌,삼성,3.10,30,,,16,5,0,0,0.762,,177,173,13,59,2,162,71,61,2021,pitcher,1.31
7,켈리,LG,3.15,30,,,13,8,0,0,0.619,,177,160,12,60,11,142,64,62,2021,pitcher,1.24
8,루친스키,NC,3.17,30,,,15,10,0,0,0.600,,178 2/3,160,12,55,10,177,76,63,2021,pitcher,1.20
9,킹험,한화,3.19,25,,,10,8,0,0,0.556,,144,117,11,41,5,131,58,51,2021,pitcher,1.10
10,최원준,두산,3.30,29,,,12,4,0,0,0.750,,158 1/3,160,15,37,10,113,65,58,2021,pitcher,1.24
11,데스파이네,KT,3.39,33,,,13,10,0,0,0.565,,188 2/3,175,10,78,7,165,81,71,2021,pitcher,1.34
12,폰트,SSG,3.46,25,,,8,5,0,0,0.615,,145 2/3,114,12,45,6,157,66,56,2021,pitcher,1.09
13,카펜터,한화,3.97,31,,,5,12,0,0,0.294,,170,150,16,72,19,179,90,75,2021,pitcher,1.31
14,박세웅,롯데,3.98,28,,,10,9,0,0,0.526,,163,141,20,53,10,125,75,72,2021,pitcher,1.19
15,김민우,한화,4.00,29,,,14,10,0,0,0.583,,155 1/3,131,15,76,7,125,71,69,2021,pitcher,1.33
16,스트레일리,롯데,4.07,31,,,10,12,0,0,0.455,,165 2/3,162,12,67,7,164,85,75,2021,pitcher,1.38
17,신민혁,NC,4.41,30,,,9,6,0,0,0.600,,145,155,17,44,5,107,75,71,2021,pitcher,1.37
18,임기영,KIA,4.88,28,,,8,8,0,0,0.500,,153,155,15,45,11,129,85,83,2021,pitcher,1.31
19,프랑코,롯데,5.40,37,,,9,8,0,1,0.529,,150,147,20,75,20,124,97,90,2021,pitcher,1.48
1,안우진,키움,2.11,30,,,15,8,0,0,0.652,,196,131,4,55,4,224,51,46,2022,pitcher,0.95
2,김광현,SSG,2.13,28,,,13,3,0,0,0.813,,173 1/3,141,10,45,5,153,48,41,2022,pitcher,1.07
3,플럿코,LG,2.39,28,,,15,5,0,0,0.750,,162,125,13,38,2,149,53,43,2022,pitcher,1.01
4,수아레즈,삼성,2.49,30,,,6,8,0,0,0.429,,173 2/3,151,7,50,4,159,61,48,2022,pitcher,1.16
5,켈리,LG,2.54,27,,,16,4,0,0,0.800,,166 1/3,144,10,35,2,153,50,47,2022,pitcher,1.08
6,요키시,키움,2.57,30,,,10,8,0,0,0.556,,185 1/3,169,8,33,5,154,61,53,2022,pitcher,1.09
7,폰트,SSG,2.69,28,,,13,6,0,0,0.684,,184,141,18,34,6,170,63,55,2022,pitcher,0.95
8,루친스키,NC,2.97,31,,,10,12,0,0,0.455,,193 2/3,184,14,34,8,194,77,64,2022,pitcher,1.13
9,뷰캐넌,삼성,3.04,26,,,11,8,0,0,0.579,,160,176,10,39,8,117,61,54,2022,pitcher,1.34
10,소형준,KT,3.05,27,,,13,6,0,0,0.684,,171 1/3,158,8,39,5,117,68,58,2022,pitcher,1.15
11,고영표,KT,3.26,28,,,13,8,0,0,0.619,,182 1/3,191,7,23,16,156,69,66,2022,pitcher,1.17
12,스탁,두산,3.60,29,,,9,10,0,0,0.474,,165,162,9,83,10,138,87,66,2022,pitcher,1.48
12,최원준,두산,3.60,30,,,8,13,0,0,0.381,,165,183,21,37,7,113,80,66,2022,pitcher,1.33
14,반즈,롯데,3.62,31,,,12,12,0,0,0.500,,186 1/3,176,8,47,18,160,87,75,2022,pitcher,1.20
15,곽빈,두산,3.78,27,,,8,9,0,0,0.471,,147 2/3,143,13,60,11,138,69,62,2022,pitcher,1.37
16,양현종,KIA,3.85,30,,,12,7,0,0,0.632,,175 1/3,170,14,50,3,141,86,75,2022,pitcher,1.25
17,이의리,KIA,3.86,29,,,10,10,0,0,0.500,,154,128,18,74,9,161,79,66,2022,pitcher,1.31
18,박세웅,롯데,3.89,28,,,10,11,0,0,0.476,,157 1/3,179,8,32,8,146,80,68,2022,pitcher,1.34
19,원태인,삼성,3.92,27,,,10,8,0,0,0.556,,165 1/3,175,16,38,4,130,75,72,2022,pitcher,1.29
20,김민우,한화,4.36,29,,,6,11,0,0,0.353,,163,143,16,84,8,129,82,79,2022,pitcher,1.39
21,오원석,SSG,4.50,31,,,6,8,0,0,0.429,,144,158,16,58,3,112,79,72,2022,pitcher,1.50
22,데스파이네,KT,4.53,30,,,8,12,0,0,0.400,,163,198,14,48,9,123,94,82,2022,pitcher,1.51
1,페디,NC,2.00,30,,,20,6,0,0,0.769,,180 1/3,137,9,35,4,209,46,40,2023,pitcher,0.95
2,안우진,키움,2.39,24,,,9,7,0,0,0.563,,150 2/3,121,5,38,1,164,44,40,2023,pitcher,1.06
3,뷰캐넌,삼성,2.54,30,,,12,8,0,0,0.600,,188,174,4,43,6,139,71,53,2023,pitcher,1.15
4,후라도,키움,2.65,30,,,11,8,0,0,0.579,,183 2/3,164,7,41,9,147,64,54,2023,pitcher,1.12
5,알칸타라,두산,2.67,31,,,13,9,0,0,0.591,,192,171,16,35,5,162,67,57,2023,pitcher,1.07
6,고영표,KT,2.78,28,,,12,7,0,0,0.632,,174 2/3,181,7,19,9,114,57,54,2023,pitcher,1.15
7,원태인,삼성,3.24,26,,,7,7,0,0,0.500,,150,157,15,34,6,102,61,54,2023,pitcher,1.27
8,반즈,롯데,3.28,30,,,11,10,0,0,0.524,,170 1/3,171,6,56,15,147,68,62,2023,pitcher,1.33
9,임찬규,LG,3.42,30,,,14,3,0,1,0.824,,144 2/3,142,10,54,5,103,63,55,2023,pitcher,1.35
10,박세웅,롯데,3.45,27,,,9,7,0,0,0.563,,154,145,8,59,4,129,70,59,2023,pitcher,1.32
11,김광현,SSG,3.53,30,,,9,8,0,0,0.529,,168 1/3,163,11,70,2,119,75,66,2023,pitcher,1.38
12,벤자민,KT,3.54,29,,,15,6,0,0,0.714,,160,149,12,45,3,157,79,63,2023,pitcher,1.21
13,양현종,KIA,3.58,29,,,9,11,0,0,0.450,,171,181,13,48,1,133,78,68,2023,pitcher,1.34
14,페냐,한화,3.60,32,,,11,11,0,0,0.500,,177 1/3,149,14,59,18,147,82,71,2023,pitcher,1.17
15,켈리,LG,3.83,30,,,10,7,0,0,0.588,,178 2/3,183,10,39,6,129,87,76,2023,pitcher,1.24
16,최원태,LG,4.30,26,,,9,7,0,0,0.563,,146 2/3,149,12,46,7,118,73,70,2023,pitcher,1.33
17,오원석,SSG,5.23,28,,,8,10,0,0,0.444,,144 2/3,158,11,69,9,88,92,84,2023,pitcher,1.57
1,네일,KIA,2.53,26,,,12,5,0,0,0.706,,149 1/3,154,11,35,9,138,69,42,2024,pitcher,1.27
2,하트,NC,2.69,26,,,13,3,0,0,0.813,,157,124,11,38,11,182,51,47,2024,pitcher,1.03
3,반즈,롯데,3.35,25,,,9,6,0,0,0.600,,150 2/3,140,18,46,5,171,59,56,2024,pitcher,1.23
4,후라도,키움,3.36,30,,,10,8,0,0,0.556,,190 1/3,185,19,32,9,169,78,71,2024,pitcher,1.14
5,코너,삼성,3.43,28,,,11,6,0,0,0.647,,160,135,21,40,19,158,67,61,2024,pitcher,1.09
6,원태인,삼성,3.66,28,,,15,6,0,0,0.714,,159 2/3,150,17,42,7,119,68,65,2024,pitcher,1.20
7,헤이수스,키움,3.68,30,,,13,11,0,0,0.542,,171 1/3,171,22,44,14,178,78,70,2024,pitcher,1.25
8,손주영,LG,3.79,28,,,9,10,0,1,0.474,,144 2/3,157,11,54,10,112,71,61,2024,pitcher,1.46
9,레예스,삼성,3.81,26,,,11,4,0,0,0.733,,144,159,15,30,7,114,65,61,2024,pitcher,1.31
10,윌커슨,롯데,3.84,32,,,12,8,0,0,0.600,,196 2/3,210,18,27,2,167,90,84,2024,pitcher,1.21
11,류현진,한화,3.87,28,,,10,8,0,0,0.556,,158 1/3,182,12,33,3,135,78,68,2024,pitcher,1.36
12,양현종,KIA,4.10,29,,,11,5,0,0,0.688,,171 1/3,174,21,41,6,129,86,78,2024,pitcher,1.25
13,쿠에바스,KT,4.10,31,,,7,12,0,0,0.368,,173 1/3,158,17,59,7,154,86,79,2024,pitcher,1.25
14,엔스,LG,4.19,30,,,13,6,0,0,0.684,,167 2/3,169,16,50,6,157,84,78,2024,pitcher,1.31
15,곽빈,두산,4.24,30,,,15,9,0,0,0.625,,167 2/3,142,11,76,6,154,83,79,2024,pitcher,1.30
16,하영민,키움,4.37,28,,,9,8,0,0,0.529,,150 1/3,168,8,58,5,101,82,73,2024,pitcher,1.50
17,벤자민,KT,4.63,28,,,11,8,0,0,0.579,,149 2/3,141,28,48,4,156,90,77,2024,pitcher,1.26
18,박세웅,롯데,4.78,30,,,6,11,0,0,0.353,,173 1/3,188,13,56,11,124,103,92,2024,pitcher,1.41
19,엄상백,KT,4.88,29,,,13,10,0,0,0.565,,156 2/3,164,26,42,7,159,88,85,2024,pitcher,1.31
20,김광현,SSG,4.93,31,,,12,10,0,0,0.545,,162 1/3,162,24,73,6,154,95,89,2024,pitcher,1.45
